t,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,x3,y3,z3,vx3,vy3,vz3
0.0,-0.2,0.3,0.0,0.84,0.0,0.0,0.2,-0.3,0.0,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
0.005,-0.1957333608365224,0.29989934441342236,1.615998901872121e-07,0.86665012834886,-0.04039469804915541,9.728594598474903e-05,0.1963333560303051,-0.29989941867326386,1.613768236687866e-07,-0.7466531531630695,0.040350055958124284,9.710717525269241e-05,4.806217290326643e-09,7.42598414989346e-08,0.0017996770232861447,3.0248142093214257e-06,4.464209103112929e-05,0.35980560687876256
0.01,-0.1913335387489862,0.299594675663598,1.3061712825670658e-06,0.8932762325706824,-0.08161597809899807,0.00039459319692373653,0.1925334946349036,-0.2995952733697662,1.30257455433619e-06,-0.7732906042443604,0.08143590427499614,0.00039314858027501414,4.4114082601142956e-08,5.977061682106497e-07,0.0035973912541630948,1.4371673677797277e-05,0.00018007382400201785,0.35921225822280123
0.015,-0.18680060802065465,0.2990816957661744,4.455774370393758e-06,0.9198966274311846,-0.12373076815697864,0.000900883954114533,0.18860043984915575,-0.29908372651856713,4.437405884424021e-06,-0.7999341388875495,0.12332178964222026,0.0008959516672947157,1.6817149894299014e-07,2.030752392723745e-06,0.005391106819745177,3.751145636467679e-05,0.00040897851475851674,0.35820316437859073
0.02,-0.182134551635855,0.29835575804309794,1.0680092313361944e-05,0.9465295231285231,-0.16681173968884572,0.0016262664252535465,0.18453410678369514,-0.2983606067812893,1.062146801292872e-05,-0.8266055538363756,0.16607708544559513,0.001614420586230509,4.4485215991164686e-07,4.8487381912990585e-06,0.007178698439673702,7.603070785234743e-05,0.0007346542432505334,0.35675931298851593
0.025,-0.1773352617289359,0.29741183649801756,2.1102494608902702e-05,0.973193053149312,-0.21093808176252826,0.0025821306036421967,0.18033430138600395,-0.2974213816753691,2.0957806112081728e-05,-0.8533267287157886,0.20977699645263861,0.0025586503456394073,9.603429319325906e-07,9.545177351497037e-06,0.00895793969927901,0.00013367556647655296,0.0011610853098894592,0.3548592190507184
0.03,-0.17240253992083082,0.2962444910661856,3.690682997089541e-05,0.9999052915863719,-0.2561963992794586,0.0037813076631248777,0.17600071986034238,-0.2962611264648459,3.6603191061398854e-05,-0.8801196922818175,0.25450336933953155,0.0037400609820059496,1.8200604884250741e-06,1.6635398660258934e-05,0.010726489978967697,0.00021440069544569534,0.001693029939926829,0.3524786313548692
0.035,-0.16733609759627,0.2948478279647123,5.934509038061237e-05,1.0266842581621785,-0.30268176101401534,0.005238257327300947,0.17153294776658193,-0.2948744886415822,5.8775129730202775e-05,-0.9070066826125763,0.30034563300716843,0.005171555083093176,3.1498296880813423e-06,2.666067686984169e-05,0.012481879779889163,0.00032242445039788433,0.0023361280068464997,0.34959018758960586
0.04,-0.16213555619805686,0.29321545439376395,8.974609057627175e-05,1.053547906470709,-0.35049892824107776,0.006969289217569938,0.16693045884141844,-0.29325564735330306,8.87597280727266e-05,-0.9340101988504272,0.34740189491517015,0.006867703345238471,5.097356638413089e-06,4.019295953899276e-05,0.014221494181350977,0.0004622923797183488,0.0030970333259071415,0.34616300743719153
0.045,-0.1568004476285347,0.29134042656061965,0.00012952535313975753,1.0805140909928623,-0.39976380317464655,0.008992825182131747,0.16219261358443637,-0.29139826688944936,0.0001279205626670617,-0.9611530421933244,0.39578022651627964,0.008844963491130783,7.834044098332833e-06,5.7840328829640914e-05,0.01594255408419317,0.0006389512004621702,0.0039835766583664525,0.3421622113267374
