t,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,x3,y3,z3,vx3,vy3,vz3
0.0,-0.9,0.1,0.0,0.18,0.42,0.024,0.9,-0.1,0.0,-0.18,-0.3,-0.012,0.0,0.0,0.02,0.024,0.024,0.048
0.005,-0.8990810661037948,0.10209788196611802,0.00012033718847261437,0.18757490923571576,0.41914978000966757,0.024135026204615325,0.8990810628569467,-0.10149788347175041,-5.966144556525647e-05,-0.18757685909039062,-0.29915068265846595,-0.011864153757401073,0.00012000324684806277,0.00012000150563239682,0.020239324257092642,0.024001949854674867,0.024000902648798367,0.04772912755278575
0.01,-0.8981242369519102,0.10419146762765465,0.00024135177378323155,0.1951581920151927,0.418281456368011,0.024270959455859047,0.8981242109065568,-0.10299147964347016,-0.00011863727989866206,-0.19516601988257817,-0.29828505526004306,-0.011725752885811874,0.00024002604535342637,0.0002400120158155219,0.02047728550611543,0.024007827867385468,0.024003598892032036,0.04745479342995283
0.015,-0.8971294693278155,0.10628066613468684,0.0003630483020842451,0.2027503884023374,0.4173948954705769,0.024407804143289753,0.8971293811815784,-0.10448070658922512,-0.0001769146899361946,-0.20276806678719986,-0.29740296659417864,-0.01158478129776787,0.00036008814623710776,0.00036004045453829215,0.02071386638785195,0.024017678384862465,0.02400807112360175,0.04717697715447811
0.02,-0.8960967173063937,0.1083653859551264,0.0004854313418032416,0.2103520418040937,0.41648995804056904,0.024545564787330918,0.8960965077787816,-0.10596548161267005,-0.00023448078036957036,-0.21038358982999955,-0.2965042596870284,-0.01144122218111827,0.00048020952761215784,0.00048009565754366203,0.020949049438566326,0.024031548025905868,0.024014301646459364,0.04689565739378735
0.025,-0.8950259322366797,0.11044553484612746,0.0006085054842959197,0.21796369918930358,0.4155664990359192,0.024684246038713026,0.8950255218302037,-0.10744572121792953,-0.0002913225699937733,-0.21801318492372265,-0.29558877167971803,-0.011295057987331332,0.0006004104064759882,0.0006001863718020788,0.021182817085697855,0.024049485734419073,0.024022272643798796,0.046610811948618304
0.03,-0.8939170627234964,0.1125210198250173,0.0007322753444962364,0.22558591131079464,0.4146243675514039,0.02482385267791997,0.8939163514730214,-0.10892134107985596,-0.0003474269879945922,-0.2256574541462626,-0.29465633370072786,-0.011146270419177283,0.0007207112504749447,0.0007203212548386642,0.02141515164349836,0.024071542835467984,0.024031966149323902,0.04632241774125731
0.035,-0.892770054607601,0.11459174713945519,0.0008567455615577568,0.2332192329307839,0.4136634067164761,0.02496438961462721,0.89276892181735,-0.11039225601324984,-0.0004027808701378579,-0.2333170060257105,-0.2937067707333216,-0.010994840417877547,0.0008411327902509452,0.0008405088737946641,0.021646035308580103,0.024097773094926635,0.02404336401684546,0.046030450803250335
0.04,-0.8915848509456968,0.11665762223775662,0.000981920799506849,0.24086422305036742,0.41268345358531006,0.025105861887162063,0.8915831549144057,-0.11185837994237148,-0.0004573709549822053,-0.2409924558312745,-0.2927399014730885,-0.01084074814925625,0.0009616960312911508,0.0009607577046148732,0.02187545015547536,0.024128232780907092,0.024056447887778363,0.04573488626209418
0.045,-0.8903613919894074,0.11871854973883862,0.0011078057478992815,0.24852144514271202,0.41168433902229606,0.025248274661956414,0.89035896972338,-0.11331962587001845,-0.000511183880045567,-0.24868442587177847,-0.2917555381801407,-0.010683972989314134,0.0010824222660274633,0.0010810761311798407,0.022103378132146287,0.024162980729066478,0.024071199157844645,0.045435698327357714
