t,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2,x3,y3,z3,vx3,vy3,vz3
0.0,-1.0,0.0,0.02,0.05,0.28,0.0,1.0,0.0,-0.02,-0.05,-0.32,0.0,0.0,0.0,0.0,0.0,0.04,0.02
0.005,-0.9997343816687736,0.0013999934388814312,0.0199996880239175,0.05624788791974357,0.27999606280190387,-0.00012472340216827013,0.9997343817243723,-0.0015999909394632775,-0.019999687191876045,-0.05624785342992764,-0.3199945629638556,0.00012522266995852868,-5.559867459843862e-11,0.00019999750058183555,9.999916795854277e-05,-3.4489815945520516e-08,0.03999850016195175,0.01999950073220974
0.01,-0.9994375152638092,0.002799947489325796,0.019998753430883,0.06249929007016848,0.2799842423234518,-0.00024904785921244866,0.9994375157538614,-0.0031999274863475993,-0.01999874677277299,-0.06249913399488128,-0.3199782398740381,0.0002510456602216873,-4.900521241637699e-10,0.0003999799970218004,0.0001999933418899879,-1.5607528721987811e-07,0.039993997550586316,0.01999800219899076
0.015,-0.9991093823043502,0.004199822698779398,0.01999719819950218,0.06875457048784284,0.2799645237791654,-0.00037297980786685865,0.9991093841112977,-0.004799755161974294,-0.01999717572196209,-0.06875417846680912,-0.3199510109679992,0.0003774766413648271,-1.8069474037512838e-09,0.000599932463194895,0.000299977522459908,-3.920210337462009e-07,0.0399864871888338,0.01999550316650203
0.02,-0.9987499624864441,0.005599579535881867,0.0199950242763644,0.07501409443883275,0.27993689042900133,-0.0004965256182878758,0.998749967132965,-0.006399419382865354,-0.019994970980064534,-0.07501332471262237,-0.3199128540853055,0.0005045234033625913,-4.646520974320018e-09,0.00079983984698349,0.00039994670370013406,-7.697262104246593e-07,0.039975963656304236,0.019992002214925284
0.025,-0.9983592336764623,0.006999178380657676,0.01999223357637051,0.08127822853757492,0.27990132356613884,-0.0006196915958811712,0.9983592434628468,-0.007998865448712643,-0.0199921294484473,-0.0812769117957245,-0.31986374465322887,0.0006321938581843712,-9.786384417409387e-09,0.0009996870680549729,0.0004998958720767895,-1.3167418504820761e-06,0.03996242108709005,0.0199874977376968
0.03,-0.9979371719040842,0.008398579514651833,0.019988827983052477,0.0875473408667845,0.2798578025034042,-0.0007424839830950272,0.9979371900464046,-0.009598038530280337,-0.01998864798860696,-0.0875452800783892,-0.3198036556708255,0.0007604960424603276,-1.8142320342329518e-08,0.001199459015628517,0.0005998200055544775,-2.060788395377859e-06,0.0399458531674214,0.0199819879406347
0.035,-0.9974837513546663,0.009797743110993417,0.019984809348883973,0.09382180109850029,0.2798063045583813,-0.0008649089611854723,0.9974837821238361,-0.011196883657223126,-0.019984523421539845,-0.0938187713250613,-0.31973255769156345,0.000889438120215896,-3.076916983045853e-08,0.001399140546229727,0.0006997140726558693,-3.0297734390716896e-06,0.03992625313318224,0.019975470840969577
0.04,-0.9969989443609926,0.011196629224379792,0.01998017949558196,0.1001019806163688,0.2797468050371861,-0.000986972651954394,0.9969989932228056,-0.0127953457058122,-0.019979752527098136,-0.10009772880666004,-0.3196504188044721,0.0010190283856771792,-4.8861812941410236e-08,0.0015987164814324326,0.0007995730315161714,-4.2518097088731535e-06,0.0399036137672861,0.019967944266277217
0.045,-0.9964827213943993,0.012595197780975044,0.019974940214399557,0.10638825263926963,0.2796792772168755,-0.0011086811194614809,0.9964827951506418,-0.014393369386561956,-0.019974332043331537,-0.10638249740596512,-0.3195572046137853,0.001149275266149927,-7.375624232580208e-08,0.0017981716055869381,0.0008993918289319726,-5.755233304653761e-06,0.03987792739690985,0.019959405853311556
